,before,special_price,after,name,capcity_GB,RAM,processer,Colour,model,meta_keyword
361,599,,494.7826,نوكيا جي,‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎يونيسوك T606‎‎,‎الغسق‎,G21,"نوكيا,نوكيا جي,719901185201,سعة 128 جيجابايت,الغسق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
362,389,,312.1739,لينوفو سلسلة كي,‎32‎ GB‎,‎2 جيجابايت رام‎,‎يونيسوك T606‎‎,‎رمادي جرافيت‎,K14,"لينوفو,لينوفو سلسلة كي,PATA0000SA,32 GB,رمادي جرافيت,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
363,499,,433.913,فيفو واي,‎32‎ GB‎,‎3 جيجابايت رام‎,‎MediaTek Helio P35‎‎,‎أزرق‎,Y15s,"vivo,فيفو واي,5659394,32 GB,أزرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
364,499,,433.913,نوكيا جي,‎64‎ GB‎,‎4 جيجابايت رام‎,‎يونيسوك T606‎‎,‎رمادي‎,‎G11‎  بلس‎,"نوكيا,نوكيا جي,286740804,64 GB,رمادي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
365,599,,494.7826,شاومي سلسلة ريدمي,‎64‎ GB‎,‎4 جيجابايت رام‎,‎Snapdragon ‎680‎‎,‎اخضر نعناعي‎,‎ريدمي ‎10‎C‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0B39EN,64 GB,اخضر نعناعي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
366,499,,433.913,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎اسود‎,,‎جالكسي ايه03‎,"سامسونج,سامسونج) جالكسي ايه),SMA035FZKGMEA,64 GB,اسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
367,399,,338.2609,نوكيا سي,‎64‎ GB‎,‎2 جيجابايت رام‎,‎SC9863‎A سبريدتروم‎,‎أزرق سماوي‎,‎C21‎ بلس‎,"نوكيا,نوكيا سي,719901189361,64 GB,سماوي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
368,389,,338.2609,لينوفو سلسلة كي,‎32‎ GB‎,‎2 جيجابايت رام‎,‎يونيسوك T606‎‎,‎أزرق‎,K14,"لينوفو,لينوفو سلسلة كي,PATA0001SA,32 GB,أزرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
369,765,,665.2174,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎ميدياتك هيليو G80‎‎,‎برتقالي‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA136BZOUMEA,64 GB,برتقالي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
370,765,,665.2174,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎ميدياتك هيليو G80‎‎,‎ ابيض‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA136BZWUMEA,64 GB, ابيض,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
371,519,,381.7391,شاومي سلسلة ريدمي,‎64‎ GB‎,‎3 جيجابايت رام‎,‎برتقالي‎,,‎ريدمي ‎9‎C‎,"Xiaomi,شاومي سلسلة ريدمي,MZB07PWEN,64 GB,برتقالي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
372,299,,260.0,نوكيا سي,‎32‎ GB‎,‎2 جيجابايت رام‎,‎ميدياتك MT8765‎A‎,‎رمادي‎,‎C2‎ الطبعة الثانية‎,"نوكيا,نوكيا سي,286734934,32 GB,رمادي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
373,369,,303.4783,سامسونج) جالكسي ايه),‎32‎ GB‎,‎2 جيجابايت رام‎,‎يونسوك SC9863‎A‎,‎اونيكس الاسود‎,‎جالكسي ايه03 كور‎,"سامسونج,سامسونج) جالكسي ايه),SMA032FCKDMEA,32 GB,اونيكس الاسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
374,299,,260.0,نوكيا سي,‎32‎ GB‎,‎2 جيجابايت رام‎,‎ميدياتك MT8765‎A‎,‎ازرق‎,‎C2‎ الطبعة الثانية‎,"نوكيا,نوكيا سي,286734926,32 GB,ازرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
375,5399,4299.0,3738.2609, سامسونج) جالكسي أس),‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎أسود فانتوم‎,,‎جالكسي اس 21 الترا‎,"سامسونج, سامسونج) جالكسي أس),SMG998BZKGMEA,سعة 256 جيجابايت,أسود فانتوم,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
376,3999,2899.0,2520.8696,سامسونج) جالكسي زد),‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎اخضر‎,,‎جالكسي زد فليب 3‎,"سامسونج,سامسونج) جالكسي زد),SMF711BZGFMEA,سعة 256 جيجابايت,اخضر,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
377,7099,5999.0,5216.5217,سامسونج) جالكسي زد),‎512‎ GB‎,‎12 جيجابايت رام‎,‎كوالكوم سناب دراغون 888 5 جي‎,‎اسود‎,‎جالكسي زد فولد 3‎,"سامسونج,سامسونج) جالكسي زد),SMF926BZKGMEA,سعة 512 جيجابايت,اسود,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
378,2899,,2520.8696,أوبو رينو,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎ميدياتك ديمنستي 8100 ماكس‎,‎لامع لاخضر‎,‎رينو 8 برو‎,"أوبو,أوبو رينو,CPH2357GRN,سعة 256 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
379,2099,,1825.2174,أوبو رينو,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك ديمنستي 1300‎,‎أسود شيمر‎,‎رينو 8‎,"أوبو,أوبو رينو,CPH2359BLK,سعة 256 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
380,1499,,1303.4783,أوبو رينو,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم اس دي ام 695 سناب دراغون 695‎,‎أسود‎,‎رينو 8 Z‎,"أوبو,أوبو رينو,CPH2457BLK,سعة 128 جيجابايت,أسود,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
381,2899,,2520.8696,أوبو رينو,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎ميدياتك ديمنستي 8100 ماكس‎,‎لامع الاسود‎,‎رينو 8 برو‎,"أوبو,أوبو رينو,CPH2357BLK,سعة 256 جيجابايت,اسود,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
382,2099,,1825.2174,أوبو رينو,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك ديمنستي 1300‎,‎ذهب شيمر‎,‎رينو 8‎,"أوبو,أوبو رينو,CPH2359GLD,سعة 256 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
383,1499,,1303.4783,أوبو رينو,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم اس دي ام 695 سناب دراغون 695‎,‎ذهبي اضاءة الفجر‎,‎رينو 8 Z‎,"أوبو,أوبو رينو,CPH2457GLD,سعة 128 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
384,3299,2299.0,1999.1304,آبل آيفون 11,‎سعة 128 جيجابايت‎,‎4‎G LTE‎,,,‎ايفون 11‎,"ابل,آبل آيفون 11,MHDM3AAA,سعة 128 جيجابايت,بنفسجي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
385,3299,2299.0,1999.1304,آبل آيفون 11,‎سعة 128 جيجابايت‎,‎4‎G LTE‎,,,‎ايفون 11‎,"ابل,آبل آيفون 11,MHDN3AAA,سعة 128 جيجابايت,اخضر,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
386,3299,2299.0,1999.1304,آبل آيفون 11,‎سعة 128 جيجابايت‎,‎4‎G LTE‎,‎اسود‎,,‎ايفون 11‎,"ابل,آبل آيفون 11,MHDH3AAA,سعة 128 جيجابايت,اسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
387,3299,2299.0,1999.1304,آبل آيفون 11,‎سعة 128 جيجابايت‎,‎4‎G LTE‎,‎ ابيض‎,,‎ايفون 11‎,"ابل,آبل آيفون 11,MHDJ3AAA,سعة 128 جيجابايت, ابيض,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
388,3299,2299.0,1999.1304,آبل آيفون 11,‎سعة 128 جيجابايت‎,‎4‎G LTE‎,‎أصفر‎,,‎ايفون 11‎,"ابل,آبل آيفون 11,MHDL3AAA,سعة 128 جيجابايت,أصفر,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
389,2799,1999.0,1738.2609,أوبو رينو,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎فضي‎,,‎رينو 5 برو‎,"أوبو,أوبو رينو,CPH2207SIL,سعة 256 جيجابايت,فضي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
390,2999,2099.0,1825.2174,آبل آيفون 11,‎64‎ GB‎,‎4‎G LTE‎,‎اخضر‎,,‎ايفون 11‎,"ابل,آبل آيفون 11,MHDG3AAA,64 GB,اخضر,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
391,2999,2399.0,2086.087,أوبو رينو,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎رمادي قمري‎,,‎رينو 6 برو‎,"أوبو,أوبو رينو,CPH2247GRY,سعة 256 جيجابايت,رمادي قمري,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
392,2299,1599.0,1390.4348, فيفو اكس,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎كوالكوم سناب دراغون 870‎,‎ازرق شيمر‎,X60,"vivo, فيفو اكس,5657431,سعة 256 جيجابايت,ازرق شيمر,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
393,2299,1599.0,1390.4348, فيفو اكس,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎كوالكوم سناب دراغون 870‎,‎أسود منتصف الليل‎,X60,"vivo, فيفو اكس,5657329,سعة 256 جيجابايت,أسود منتصف الليل,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
394,4699,4199.0,3651.3043,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,‎لون أزرق سيريا‎,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUK3AHA,سعة 128 جيجابايت,لون أزرق سيريا,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
395,6699,6199.0,5390.4348,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJX3AHA,سعة 512 جيجابايت,لون أزرق سيريا,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
396,5699,5199.0,4520.8696,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,‎جرافيتي‎,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJ83AHA,سعة 256 جيجابايت,جرافيتي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
397,4699,4199.0,3651.3043,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,‎فضي‎,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUF3AHA,سعة 128 جيجابايت,فضي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
398,4799,4319.0,3755.6522,هواوي) بي),‎512‎ GB‎,‎8 جيجابايت رام‎,‎أبيض سيراميك‎,,‎ بي 40 برو بلس‎,"هواوي,هواوي) بي),51095HQT,سعة 512 جيجابايت,أبيض سيراميك,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
399,1699,1299.0,1129.5652,فيفو في,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك MT6853‎T‎,‎الغسق الازرق‎,V21 5G,"vivo,فيفو في,5657568,سعة 128 جيجابايت,الغسق الازرق,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
400,3299,2899.0,2520.8696,آبل) ايفون 12),‎64‎ GB‎,‎5‎G‎,‎اسود‎,,‎ايفون 12‎,"ابل,آبل) ايفون 12),MGJ53AAA,64 GB,اسود,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
401,3299,2899.0,2520.8696,آبل) ايفون 12),‎64‎ GB‎,‎5‎G‎,‎ ابيض‎,,‎ايفون 12‎,"ابل,آبل) ايفون 12),MGJ63AAA,64 GB, ابيض,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
402,1659,1299.0,1129.5652,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم MSM7325‎‎,‎ ابيض‎,‎جالكسي ايه52 اس 5 جي‎,"سامسونج,سامسونج) جالكسي ايه),SMA528BZWGMEA,سعة 128 جيجابايت, ابيض,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
403,1659,1299.0,1129.5652,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم MSM7325‎‎,‎أخضر فاتح‎,‎جالكسي ايه52 اس 5 جي‎,"سامسونج,سامسونج) جالكسي ايه),SMA528BLGOMEA,سعة 128 جيجابايت,اخضر فاتح,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
404,1659,1299.0,1129.5652,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم MSM7325‎‎,‎بنفسجي فاتح‎,‎جالكسي ايه52 اس 5 جي‎,"سامسونج,سامسونج) جالكسي ايه),SMA528BLVOMEA,سعة 128 جيجابايت,بنفسجي فاتح,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
405,3549,3199.0,2781.7391,آبل) ايفون 12),‎سعة 128 جيجابايت‎,‎5‎G‎,‎ ابيض‎,,‎ايفون 12‎,"ابل,آبل) ايفون 12),MGJC3AAA,سعة 128 جيجابايت, ابيض,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
406,3549,3199.0,2781.7391,آبل) ايفون 12),‎سعة 128 جيجابايت‎,‎5‎G‎,‎بنفسجي‎,,‎ايفون 12‎,"ابل,آبل) ايفون 12),MJNP3AAA,سعة 128 جيجابايت,بنفسجي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
407,1099,799.0,694.7826,شاومي سلسلة بوكو فون,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎كوالكوم سناب دراغون 732 جي‎,‎رمادي مظلل‎,‎بوكو NFC X3‎‎,"Xiaomi,شاومي سلسلة بوكو فون,MZB07T8EN,سعة 128 جيجابايت,رمادي مظلل,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
408,3299,2999.0,2607.8261,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,‎ازرق‎,,‎ايفون 13 ميني‎,"ابل,آبل) آيفون 13),MLJH3AHA,سعة 128 جيجابايت,ازرق,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
409,3299,2999.0,2607.8261,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 ميني‎,"ابل,آبل) آيفون 13),MLJC3AHA,سعة 128 جيجابايت,لون سماء الليل,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
410,3299,2999.0,2607.8261,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 ميني‎,"ابل,آبل) آيفون 13),MNFC3AHA,سعة 128 جيجابايت,اخضر,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
411,3299,2999.0,2607.8261,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 ميني‎,"ابل,آبل) آيفون 13),MLJE3AHA,سعة 128 جيجابايت,لون ضوء النجوم,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
412,2699,2399.0,2086.087, فيفو اكس,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎ميدياتك ديمنستي 1200‎,‎لون فجر أورورا‎,X70,"vivo, فيفو اكس,5659013,سعة 256 جيجابايت,لون فجر أورورا,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
413,2699,2399.0,2086.087, فيفو اكس,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎ميدياتك ديمنستي 1200‎,‎أسود كوزميك‎,X70,"vivo, فيفو اكس,5658670,سعة 256 جيجابايت,أسود كوزميك,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
414,1099,849.0,738.2609,هواوي) واي),‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎أسود منتصف الليل‎,,Y9a,"هواوي,هواوي) واي),51096JDJ,سعة 128 جيجابايت,أسود منتصف الليل,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
415,2799,2579.0,2242.6087,آبل) ايفون 12),‎64‎ GB‎,‎5‎G‎,,,‎ايفون 12 ميني‎,"ابل,آبل) ايفون 12),MJNM3AAA,64 GB,بنفسجي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
416,4799,4579.0,3981.7391,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13 ميني‎,"ابل,آبل) آيفون 13),MLJP3AHA,سعة 512 جيجابايت,لون سماء الليل,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
417,3799,3579.0,3112.1739,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 ميني‎,"ابل,آبل) آيفون 13),MNFD3AHA,سعة 256 جيجابايت,اخضر,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
418,3799,3579.0,3112.1739,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 ميني‎,"ابل,آبل) آيفون 13),MLJM3AHA,سعة 256 جيجابايت,أحمر,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
419,999,799.0,694.7826,ريلمي 7,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك جي 95 MT6359‎‎,‎أزرق ضبابي‎,7,"ريلمي,ريلمي 7,RMX2151BLE,سعة 128 جيجابايت,أزرق ضبابي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
420,1299,1099.0,955.6522,فيفو واي,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎دريم غلوو‎,,Y72,"vivo,فيفو واي,5657257,سعة 128 جيجابايت,دريم غلوو,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
421,1199,999.0,868.6957,موتورولا سلسلة موتو اي,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎ميدياتك ديمنستي 720 ‎5‎G‎,‎ميستيك لاجون‎,‎ادج 20 لايت 5 جي‎,"موتورولا,موتورولا سلسلة موتو اي,PANE0072SA,سعة 128 جيجابايت,ميستيك لاجون,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
422,1199,999.0,868.6957,أوبو ايه,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎بنفسجي رائع‎,,A94,"أوبو,أوبو ايه,CPH2203PURPLE,سعة 128 جيجابايت,بنفسجي رائع,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
423,999,799.0,694.7826,ريلمي 7,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك جي 95 MT6359‎‎,‎ابيض  ضبابي‎,7,"ريلمي,ريلمي 7,R5.RMX2151WHT,سعة 128 جيجابايت,ابيض ضبابي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
